1569023536643321856,"Pokémon can get very dark… 
(video is up go look at it 👍) https://t.co/DV9aF1lpHN",57,"Pokémon can get very dark… 
(video is up go look at it 👍) https://t.co/DV9aF1lpHN"
1568559789306970113,"@PokemonGOptBR Let´s be friends in Pokemon GO!! I´m from Japan 8396 7881 7723
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGoSouthAfrica",225,"@PokemonGOptBR Let´s be friends in Pokemon GO!! I´m from Japan 8396 7881 7723
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGoSouthAfrica"
1568559702027694080,"@pokemongoappko Let´s be friends in Pokemon GO!! I´m from Japan 8396 7881 7723
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGoSouthAfrica",226,"@pokemongoappko Let´s be friends in Pokemon GO!! I´m from Japan 8396 7881 7723
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGoSouthAfrica"
1568559631890526210,"@PokemonGOappTW Let´s be friends in Pokemon GO!! I´m from Japan 8396 7881 7723
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGoSouthAfrica",226,"@PokemonGOappTW Let´s be friends in Pokemon GO!! I´m from Japan 8396 7881 7723
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGoSouthAfrica"
1568559583991595010,"@PokemonGOdeu @gamesweekberlin Let´s be friends in Pokemon GO!! I´m from Japan 8396 7881 7723
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGoSouthAfrica",241,"@PokemonGOdeu @gamesweekberlin Let´s be friends in Pokemon GO!! I´m from Japan 8396 7881 7723
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGoSouthAfrica"
1568559526533812230,"@PokemonGoAppLA Let´s be friends in Pokemon GO!! I´m from Japan 8396 7881 7723
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGoSouthAfrica",226,"@PokemonGoAppLA Let´s be friends in Pokemon GO!! I´m from Japan 8396 7881 7723
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGoSouthAfrica"
1568559511123681280,@NianticLabs @marvelworldgame Fix Pokémon Go first and stop monetizing Catching. Stupid fucks,93,@NianticLabs @marvelworldgame Fix Pokémon Go first and stop monetizing Catching. Stupid fucks
1568559476177006592,"@PokemonGoAppIN Let´s be friends in Pokemon GO!! I´m from Japan 8396 7881 7723
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGoSouthAfrica",226,"@PokemonGoAppIN Let´s be friends in Pokemon GO!! I´m from Japan 8396 7881 7723
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGoSouthAfrica"
1568559417687146497,"@kuraraku_ I get that. But it's like with vtubing or pokemon unite, you'll never get anywhere if you're comparing yourself to others! ^^ So, I'd say, if you're wanting to, then go for it. Just have fun with it!",210,"@kuraraku_ I get that. But it's like with vtubing or pokemon unite, you'll never get anywhere if you're comparing yourself to others! ^^ So, I'd say, if you're wanting to, then go for it. Just have fun with it!"
1568559240037416961,Pokemon Go is really dumb becuase its dumb,42,Pokemon Go is really dumb becuase its dumb
1568558807919239168,"@EnergyDepDay @barbierjeanf Hi, try our new android app if you like hiking. https://t.co/Va1Kxyc1vU

It is like pokemon go, but you have to capture real hills instead of random pokemons. What do you think? I would be really happy for positive or negative feedback.",264,"@EnergyDepDay @barbierjeanf Hi, try our new android app if you like hiking. https://t.co/Va1Kxyc1vU

It is like pokemon go, but you have to capture real hills instead of random pokemons. What do you think? I would be really happy for positive or negative feedback."
1568558682861862912,"@scottydonno Hi Scotty! To report a player who violates the Terms of Service (https://t.co/TUwrbzapSF) or Niantic Player Guidelines (https://t.co/OtHNWhK1VD), you may contact us via in-app. Our dedicated team will look into it! ^TA",231,"@scottydonno Hi Scotty! To report a player who violates the Terms of Service (https://t.co/TUwrbzapSF) or Niantic Player Guidelines (https://t.co/OtHNWhK1VD), you may contact us via in-app. Our dedicated team will look into it! ^TA"
1568558678915321856,"*UPDATED* Pokemon Go Hack -  Spoofing with Joystick, Teleport and GPS IO... https://t.co/XpFVnf3Ksk via @YouTube",112,"*UPDATED* Pokemon Go Hack -  Spoofing with Joystick, Teleport and GPS IO... https://t.co/XpFVnf3Ksk via @YouTube"
1568558131348635649,"Tonight is the Clefairy Commotion Event in #PokemonGO, showing this special Pokémon gathering to celebrate the harvest moon. #Pokemon https://t.co/bHvIndLDim",157,"Tonight is the Clefairy Commotion Event in #PokemonGO, showing this special Pokémon gathering to celebrate the harvest moon. #Pokemon https://t.co/bHvIndLDim"
1568557532439879681,"*UPDATED* Pokemon Go Hack -  Spoofing with Joystick, Teleport and GPS IO... https://t.co/nd52YxFsFM via @YouTube",112,"*UPDATED* Pokemon Go Hack -  Spoofing with Joystick, Teleport and GPS IO... https://t.co/nd52YxFsFM via @YouTube"
1568557441465589761,@_bigmatthewww But if you’re trying to play Pokémon Go give me your trainer code 👀🫦,83,@_bigmatthewww But if you’re trying to play Pokémon Go give me your trainer code 👀🫦
1568556425915547648,"*UPDATED* Pokemon Go Hack -  Spoofing with Joystick, Teleport and GPS IO... https://t.co/jDEtYBRZJ3 via @YouTube",112,"*UPDATED* Pokemon Go Hack -  Spoofing with Joystick, Teleport and GPS IO... https://t.co/jDEtYBRZJ3 via @YouTube"
1568556027439910916,"Hi, Ruby! Don't you think it's neat? Even if you don't have a boat, you can cross the sea using a Pokémon's move. Did you know there's more? There's a Pokémon move that lets you go to the bottom of the sea.",206,"Hi, Ruby! Don't you think it's neat? Even if you don't have a boat, you can cross the sea using a Pokémon's move. Did you know there's more? There's a Pokémon move that lets you go to the bottom of the sea."
1568555758861664256,I wouldn’t go that far what about activation blizzard? besides most of the hardcore gamers don’t really care or play pokemon 🌚 @TheScritzCure @nxtgen8k https://t.co/WwQcc9tD7I https://t.co/mJvjUumKxN,175,I wouldn’t go that far what about activation blizzard? besides most of the hardcore gamers don’t really care or play pokemon 🌚 @TheScritzCure @nxtgen8k https://t.co/WwQcc9tD7I https://t.co/mJvjUumKxN
1568555468137832449,@LeenaVanD Pokemon Go to the funeral,36,@LeenaVanD Pokemon Go to the funeral
1568555353503109120,@CaptainVEVE It’s hard not to get excited! Alford Khan did mention a “VeVe version” of Pokémon go.,98,@CaptainVEVE It’s hard not to get excited! Alford Khan did mention a “VeVe version” of Pokémon go.
1568554919296376842,@izalovespizza Enjoying it? Ive gone back to Pokemon Go.,56,@izalovespizza Enjoying it? Ive gone back to Pokemon Go.
1568554889244020737,I'm going to take my coffee and go for a nice stroll outside! Maybe I'll catch some new Pokémon!,96,I'm going to take my coffee and go for a nice stroll outside! Maybe I'll catch some new Pokémon!
1568554403287687168,JAKE PLAYS POKEMON GO,21,JAKE PLAYS POKEMON GO
1568554191261507585,Sitting in a nice restaurant with heather. She’s playing Pokémon go and launches the milk on the floor trying to throw a poke all 🫣,131,Sitting in a nice restaurant with heather. She’s playing Pokémon go and launches the milk on the floor trying to throw a poke all 🫣
1568554126648254464,Ima jsut go watch the latest pokemon ep and then I'll finish writting and post,78,Ima jsut go watch the latest pokemon ep and then I'll finish writting and post
1568554069081604097,ever seen a man slowly go insane for a weirdly specific meme pokemon? https://t.co/rK2EJMv5ZE,69,ever seen a man slowly go insane for a weirdly specific meme pokemon? https://t.co/rK2EJMv5ZE
1568553781163610112,"@LN84mv Let´s be friends in Pokemon GO!! I´m from Japan
Trainer name is  Kakerunrun311 ！",88,"@LN84mv Let´s be friends in Pokemon GO!! I´m from Japan
Trainer name is  Kakerunrun311 ！"
1568553668521107458,"I just start playing pokémon go but the walking is sucks 
#PokemonGo",68,"I just start playing pokémon go but the walking is sucks 
#PokemonGo"
1568553623302582274,"@Pokemon Run. I've got places to go. PLUS, it's just a stupid clefairy!",71,"@Pokemon Run. I've got places to go. PLUS, it's just a stupid clefairy!"
1568552998988664832,The Season of Light sky in Pokémon GO rn is so pretty 😍,55,The Season of Light sky in Pokémon GO rn is so pretty 😍
1568552931619643398,@NamensIos Spiele nur Pokemon Go und Clash of clans am Handy,60,@NamensIos Spiele nur Pokemon Go und Clash of clans am Handy
1568552691177082881,"@ZN2_______ I heard the 6' was used coz they were testing out tracking people, started with pokemon go",102,"@ZN2_______ I heard the 6' was used coz they were testing out tracking people, started with pokemon go"
1568552227434020864,I have to go in order to save Pokémon and protect the very friend that I have to stop!,86,I have to go in order to save Pokémon and protect the very friend that I have to stop!
1568551922755305472,@PkmnMasterHolly hi my name is Tom best and I was wondering if you would do the honour of becoming my friend on pokemon go?,123,@PkmnMasterHolly hi my name is Tom best and I was wondering if you would do the honour of becoming my friend on pokemon go?
1568551917525024768,"Pokemon GO Developer Announces Marvel World of Heroes Game. https://t.co/4bxaQHC5IF
# https://t.co/IVRFgtBYJB",85,"Pokemon GO Developer Announces Marvel World of Heroes Game. https://t.co/4bxaQHC5IF
# https://t.co/IVRFgtBYJB"
1568551881101946882,"*UPDATED* Pokemon Go Hack -  Spoofing with Joystick, Teleport and GPS IO... https://t.co/XiXeiI7XoP via @YouTube",112,"*UPDATED* Pokemon Go Hack -  Spoofing with Joystick, Teleport and GPS IO... https://t.co/XiXeiI7XoP via @YouTube"
1568551166119649283,Could this be the VeVe version of Pokémon Go that Alford Khan mentioned ??? https://t.co/h0tJmWuQeY,75,Could this be the VeVe version of Pokémon Go that Alford Khan mentioned ??? https://t.co/h0tJmWuQeY
1568550979775119362,"Definition of similar ""having a resemblance in appearance, character, or quantity, without being identical"".
The only thing that would be accurate here is the quantity as both raids only go up to 4ppl, 1pkm each vs 1 wild Pokémon. 
6/8",235,"Definition of similar ""having a resemblance in appearance, character, or quantity, without being identical"".
The only thing that would be accurate here is the quantity as both raids only go up to 4ppl, 1pkm each vs 1 wild Pokémon. 
6/8"
1568549921296646144,"I´m from Japan Let´s be friends in Pokemon GO

referral code

QTFJ9DMBK

#pokemongofriendcode
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGo",230,"I´m from Japan Let´s be friends in Pokemon GO

referral code

QTFJ9DMBK

#pokemongofriendcode
#pokemongofriend
#pokemonGofriends #pokemonGofriendsitalien #pokemonGofriendsUSA #pokemonGofriendsAustralien #pokemonGoEurope
#pokemonGo"
1568549042665443328,"Haven’t played this cursed game since 2016 let’s gooooo
Let's be friends in Pokémon GO! My Trainer Code is 4714 3817 7931!",122,"Haven’t played this cursed game since 2016 let’s gooooo
Let's be friends in Pokémon GO! My Trainer Code is 4714 3817 7931!"
1568548109118066688,"This can either be a great or terrible idea.
https://t.co/RCb5IvUvAr",68,"This can either be a great or terrible idea.
https://t.co/RCb5IvUvAr"
1568546904354471940,@JTGily Pokemon go video,24,@JTGily Pokemon go video
1568546641698758656,"@GAMEdigital @GAMERotherham @GAMEHelps can anyone please help me, i want the code for @Pokemon for Genesect, Volcanion and Marshadow but i suffer from anxiety and rarely go out, could you send me it please?",206,"@GAMEdigital @GAMERotherham @GAMEHelps can anyone please help me, i want the code for @Pokemon for Genesect, Volcanion and Marshadow but i suffer from anxiety and rarely go out, could you send me it please?"
1568546531325640705,Someone convince me not to preorder the Scarlet/Violet OLED Switch when I go to pick up my Pokémon codes today,110,Someone convince me not to preorder the Scarlet/Violet OLED Switch when I go to pick up my Pokémon codes today
1568545923944382467,"@MKH13Omasters no, since sora design is from square and they won't let people use their ideas, but they get from others, neo the world ends with you had scarlet nexsus and pokemon go in it",188,"@MKH13Omasters no, since sora design is from square and they won't let people use their ideas, but they get from others, neo the world ends with you had scarlet nexsus and pokemon go in it"
1568545356354584577,ceruledge gotta be my favorite gen 9 non legendary pokemon like go off damn!,76,ceruledge gotta be my favorite gen 9 non legendary pokemon like go off damn!
1568544704966565888,All i want in life is to go on a date to build a bear with someone and buy matching Pokemon together…,101,All i want in life is to go on a date to build a bear with someone and buy matching Pokemon together…
1568544506475327488,"*UPDATED* Pokemon Go Hack -  Spoofing with Joystick, Teleport and GPS IO... https://t.co/Enesky7BRG via @YouTube",112,"*UPDATED* Pokemon Go Hack -  Spoofing with Joystick, Teleport and GPS IO... https://t.co/Enesky7BRG via @YouTube"
1568544083366526976,"Viewing @BigML_Official  pokemon go pvp battles stream, you got 👀  this 🤩🤩 https://t.co/XlgFsnEVNN",74,"Viewing @BigML_Official  pokemon go pvp battles stream, you got 👀  this 🤩🤩 https://t.co/XlgFsnEVNN"
1568544030413266944,@EV_Artwork I wish Pokemon company would go for the more realistic look for the games.,86,@EV_Artwork I wish Pokemon company would go for the more realistic look for the games.
1568542926359363585,niantic banned me from pokemon go because i was too powerful,60,niantic banned me from pokemon go because i was too powerful
1568542357368311811,"/r/pizzazz is about a process similar to playing the game ""Pokemon go.""",71,"/r/pizzazz is about a process similar to playing the game ""Pokemon go."""
1568542232986124288,"@NianticLabs @marvelworldgame Another game that will be closed after 2 years live 🤣 Why don’t you guys focus on your golden chicken, aka Pokémon GO? You just gonna troll players once again 🤡 https://t.co/BuKYXAOCla",190,"@NianticLabs @marvelworldgame Another game that will be closed after 2 years live 🤣 Why don’t you guys focus on your golden chicken, aka Pokémon GO? You just gonna troll players once again 🤡 https://t.co/BuKYXAOCla"
1568541989708398594,"you, thinking about pokemon: jet fuel can melt steel beams
me, childish: pineapple should not go on pizza",105,"you, thinking about pokemon: jet fuel can melt steel beams
me, childish: pineapple should not go on pizza"
1568540633865895936,Pokemon GO: Best Shadow Pokemon For Raids - GameRant https://t.co/sRN2rZsOiV,76,Pokemon GO: Best Shadow Pokemon For Raids - GameRant https://t.co/sRN2rZsOiV
1568540268009345025,tried battling my ex on pokémon go and she deleted me it’s over fr this time bro 😔🤝,83,tried battling my ex on pokémon go and she deleted me it’s over fr this time bro 😔🤝
1568539798582820864,"Pokemon GO Details September 2022 Community Day

https://t.co/byY7uE6Unf

Pokemon Scarlet and Violet Reveals Official Artwork

https://t.co/Nf6rCPYnim

Pokemon Sword and Shield Confirm Next Distribution Event, But There’s a Catch

https://t.co/XYmvawIfjU https://t.co/ugboZZxsBf",254,"Pokemon GO Details September 2022 Community Day

https://t.co/byY7uE6Unf

Pokemon Scarlet and Violet Reveals Official Artwork

https://t.co/Nf6rCPYnim

Pokemon Sword and Shield Confirm Next Distribution Event, But There’s a Catch

https://t.co/XYmvawIfjU https://t.co/ugboZZxsBf"
